p1_fighter,p2_fighter,p1_KD,p2_KD,p1_SIG_STR_PCT,p2_SIG_STR_PCT,p1_TD_PCT,p2_TD_PCT,p1_SUB_ATT,p2_SUB_ATT,p1_REV,p2_REV,p1_CTRL,p2_CTRL,p1_R1_KD,p2_R1_KD,p1_R1_SIG_STR_PCT,p2_R1_SIG_STR_PCT,p1_R1_TD_PCT,p2_R1_TD_PCT,p1_R1_SUB_ATT,p2_R1_SUB_ATT,p1_R1_REV,p2_R1_REV,p1_R1_CTRL,p2_R1_CTRL,p1_SIG_STR_PCT_DETAILED,p2_SIG_STR_PCT_DETAILED,p1_R1_SIG_STR_PCT_DETAILED,p2_R1_SIG_STR_PCT_DETAILED,method,referee,winner,event_date,p1_SIG_STR_LANDED,p1_SIG_STR_ATTEMPTED,p2_SIG_STR_LANDED,p2_SIG_STR_ATTEMPTED,p1_TOTAL_STR_LANDED,p1_TOTAL_STR_ATTEMPTED,p2_TOTAL_STR_LANDED,p2_TOTAL_STR_ATTEMPTED,p1_TD_LANDED,p1_TD_ATTEMPTED,p2_TD_LANDED,p2_TD_ATTEMPTED,p1_R1_SIG_STR_LANDED,p1_R1_SIG_STR_ATTEMPTED,p2_R1_SIG_STR_LANDED,p2_R1_SIG_STR_ATTEMPTED,p1_R1_TOTAL_STR_LANDED,p1_R1_TOTAL_STR_ATTEMPTED,p2_R1_TOTAL_STR_LANDED,p2_R1_TOTAL_STR_ATTEMPTED,p1_R1_TD_LANDED,p1_R1_TD_ATTEMPTED,p2_R1_TD_LANDED,p2_R1_TD_ATTEMPTED,p1_HEAD_LANDED,p1_HEAD_ATTEMPTED,p2_HEAD_LANDED,p2_HEAD_ATTEMPTED,p1_BODY_LANDED,p1_BODY_ATTEMPTED,p2_BODY_LANDED,p2_BODY_ATTEMPTED,p1_LEG_LANDED,p1_LEG_ATTEMPTED,p2_LEG_LANDED,p2_LEG_ATTEMPTED,p1_DISTANCE_LANDED,p1_DISTANCE_ATTEMPTED,p2_DISTANCE_LANDED,p2_DISTANCE_ATTEMPTED,p1_CLINCH_LANDED,p1_CLINCH_ATTEMPTED,p2_CLINCH_LANDED,p2_CLINCH_ATTEMPTED,p1_GROUND_LANDED,p1_GROUND_ATTEMPTED,p2_GROUND_LANDED,p2_GROUND_ATTEMPTED,p1_R1_HEAD_LANDED,p1_R1_HEAD_ATTEMPTED,p2_R1_HEAD_LANDED,p2_R1_HEAD_ATTEMPTED,p1_R1_BODY_LANDED,p1_R1_BODY_ATTEMPTED,p2_R1_BODY_LANDED,p2_R1_BODY_ATTEMPTED,p1_R1_LEG_LANDED,p1_R1_LEG_ATTEMPTED,p2_R1_LEG_LANDED,p2_R1_LEG_ATTEMPTED,p1_R1_DISTANCE_LANDED,p1_R1_DISTANCE_ATTEMPTED,p2_R1_DISTANCE_LANDED,p2_R1_DISTANCE_ATTEMPTED,p1_R1_CLINCH_LANDED,p1_R1_CLINCH_ATTEMPTED,p2_R1_CLINCH_LANDED,p2_R1_CLINCH_ATTEMPTED,p1_R1_GROUND_LANDED,p1_R1_GROUND_ATTEMPTED,p2_R1_GROUND_LANDED,p2_R1_GROUND_ATTEMPTED,p1_height,p1_weight,p1_reach,p1_stance,p1_dob,p1_SLpM,p1_Str. Acc.,p1_SApM,p1_Str. Def,p1_TD Avg.,p1_TD Acc.,p1_TD Def.,p1_Sub. Avg.,p2_height,p2_weight,p2_reach,p2_stance,p2_dob,p2_SLpM,p2_Str. Acc.,p2_SApM,p2_Str. Def,p2_TD Avg.,p2_TD Acc.,p2_TD Def.,p2_Sub. Avg.
Vicente Luque,Jalin Turner,1,0,0.64,0.53,,,0,0,0,0,4,0,1,0,0.64,0.53,,,0,0,0,0,4,0,0.64,0.53,0.64,0.53,KO/TKO,Dan Miragliotta,1,2018-10-06,41,64,31,58,41,64,31,58,0,0,0,0,41,64,31,58,41,64,31,58,0,0,0,0,25,48,25,50,2,2,5,6,14,14,1,2,31,51,31,58,2,4,0,0,8,9,0,0,25,48,25,50,2,2,5,6,14,14,1,2,31,51,31,58,2,4,0,0,8,9,0,0,71.0,170.0,75.0,Orthodox,1991-11-27,5.05,0.51,5.22,0.52,0.99,0.53,0.62,0.7,75.0,155.0,77.0,Southpaw,1995-05-18,5.53,0.48,4.55,0.41,0.77,0.55,0.75,1.1
Aspen Ladd,Tonya Evinger,0,0,0.68,0.56,,0.0,0,0,0,0,113,62,0,0,0.68,0.56,,0.0,0,0,0,0,113,62,0.68,0.56,0.68,0.56,KO/TKO,Chris Tognoni,1,2018-10-06,50,73,9,16,59,84,15,22,0,0,0,1,50,73,9,16,59,84,15,22,0,0,0,1,43,66,2,7,7,7,6,7,0,0,1,2,3,12,3,9,7,9,6,7,40,52,0,0,43,66,2,7,7,7,6,7,0,0,1,2,3,12,3,9,7,9,6,7,40,52,0,0,66.0,135.0,66.0,Orthodox,1995-03-01,3.78,0.47,4.65,0.47,1.56,0.47,0.62,0.6,67.0,135.0,70.0,Orthodox,1981-06-04,1.16,0.42,4.02,0.38,0.93,0.3,0.33,0.9
Scott Holtzman,Alan Patrick,1,0,0.65,0.4,0.5,0.0,0,0,0,0,336,13,0,0,0.55,0.44,,0.0,0,0,0,0,74,0,0.65,0.4,0.55,0.44,KO/TKO,Jason Herzog,1,2018-10-06,73,111,25,62,96,138,27,65,1,2,0,4,19,34,11,25,20,35,12,26,0,0,0,1,55,91,16,45,8,10,8,14,10,10,1,3,27,56,22,58,6,6,3,3,40,49,0,1,10,25,5,15,4,4,5,7,5,5,1,3,13,26,9,22,1,1,2,2,5,7,0,1,69.0,155.0,69.0,Orthodox,1983-09-30,4.32,0.47,3.66,0.55,1.88,0.56,0.67,0.2,71.0,155.0,74.0,Southpaw,1983-07-19,1.82,0.4,2.95,0.43,3.01,0.33,0.43,0.3
Lina Lansberg,Yana Santos,0,0,0.49,0.64,,0.62,1,1,0,0,18,593,0,0,0.42,0.65,,0.5,0,1,0,0,18,234,0.49,0.64,0.42,0.65,Decision - Unanimous,Chris Tognoni,0,2018-10-06,43,87,72,111,61,109,159,208,0,0,5,8,3,7,13,20,8,12,41,51,0,0,2,4,18,61,26,54,23,24,30,36,2,2,16,21,22,66,33,68,20,20,30,33,1,1,9,10,1,5,4,7,2,2,6,7,0,0,3,6,0,4,2,8,2,2,7,7,1,1,4,5,67.0,135.0,65.0,Orthodox,1982-03-13,2.69,0.55,3.87,0.44,0.52,0.27,0.47,0.1,66.0,135.0,68.0,Orthodox,1989-11-11,4.42,0.58,3.07,0.52,0.87,0.5,0.53,0.1
Gray Maynard,Nik Lentz,0,1,0.48,0.74,,0.4,0,1,0,0,8,214,0,0,0.45,0.8,,0.4,0,1,0,0,8,212,0.48,0.74,0.45,0.8,KO/TKO,Dan Miragliotta,0,2018-10-06,13,27,75,101,13,27,92,121,0,0,2,5,5,11,64,80,5,11,81,100,0,0,2,5,11,25,67,93,2,2,5,5,0,0,3,3,11,23,23,34,2,4,12,16,0,0,40,51,4,10,56,72,1,1,5,5,0,0,3,3,3,7,15,18,2,4,11,15,0,0,38,47,69.0,155.0,70.0,Orthodox,1979-05-09,1.92,0.32,2.64,0.66,2.91,0.47,0.81,0.7,68.0,145.0,68.0,Orthodox,1984-08-13,3.44,0.47,3.25,0.5,3.30,0.32,0.43,1.2
Ryan LaFlare,Anthony Rocco Martin,0,2,0.51,0.46,0.0,,0,1,0,0,21,215,0,0,0.5,0.27,0.0,,0,0,0,0,21,15,0.51,0.46,0.5,0.27,KO/TKO,Chris Tognoni,0,2018-10-06,35,68,36,77,38,72,38,79,0,1,0,0,26,51,11,40,27,52,11,40,0,1,0,0,8,33,33,74,20,27,1,1,7,8,2,2,31,64,18,52,3,3,2,2,1,1,16,23,7,28,9,38,14,18,1,1,5,5,1,1,24,49,11,40,2,2,0,0,0,0,0,0,73.0,170.0,74.0,Southpaw,1983-10-01,2.89,0.4,1.86,0.63,2.13,0.44,0.58,0.2,72.0,170.0,73.0,Orthodox,1989-12-11,2.68,0.37,2.59,0.58,0.71,0.27,0.68,1.0
Thiago Santos,Eryk Anders,0,0,0.65,0.47,1.0,0.6,0,1,1,0,112,353,0,0,0.65,0.37,1.0,0.66,0,0,0,0,2,127,0.65,0.47,0.65,0.37,KO/TKO,Marc Goddard,1,2018-09-22,100,152,32,67,115,167,34,69,1,1,6,10,19,29,6,16,22,32,6,16,1,1,2,3,65,109,26,59,25,33,5,7,10,10,1,1,41,82,17,48,46,48,6,9,13,22,9,10,6,12,3,13,10,14,2,2,3,3,1,1,8,18,2,11,11,11,4,5,0,0,0,0,74.0,205.0,76.0,Orthodox,1984-01-07,3.72,0.48,2.57,0.53,0.88,0.33,0.65,0.1,73.0,185.0,75.0,Southpaw,1987-04-21,3.54,0.48,4.05,0.5,1.71,0.24,0.8,0.1
Alex Oliveira,Carlo Pedersoli Jr.,0,0,0.7,0.5,,,0,0,0,0,5,0,0,0,0.7,0.5,,,0,0,0,0,5,0,0.7,0.5,0.7,0.5,KO/TKO,Jerin Valel,1,2018-09-22,7,10,2,4,10,13,2,4,0,0,0,0,7,10,2,4,10,13,2,4,0,0,0,0,7,9,0,2,0,1,1,1,0,0,1,1,2,4,2,4,0,0,0,0,5,6,0,0,7,9,0,2,0,1,1,1,0,0,1,1,2,4,2,4,0,0,0,0,5,6,0,0,71.0,170.0,76.0,Orthodox,1988-02-21,2.99,0.51,2.55,0.46,2.35,0.38,0.63,0.6,71.0,170.0,75.0,Southpaw,1993-06-08,4.17,0.37,4.12,0.61,2.91,0.44,0.0,0.0
Sam Alvey,Rogerio Nogueira,0,1,0.41,0.5,,,0,0,0,0,0,3,0,0,0.4,0.48,,,0,0,0,0,0,0,0.41,0.5,0.4,0.48,KO/TKO,Marc Goddard,0,2018-09-22,34,82,26,52,34,82,26,53,0,0,0,0,26,64,12,25,26,64,12,25,0,0,0,0,20,67,20,44,2,2,5,7,12,13,1,1,32,79,20,42,2,3,4,7,0,0,2,3,15,52,7,18,1,1,4,6,10,11,1,1,25,63,11,23,1,1,1,2,0,0,0,0,74.0,185.0,75.0,Southpaw,1986-05-06,3.28,0.44,3.63,0.52,0.06,0.14,0.82,0.1,74.0,205.0,75.0,Southpaw,1976-06-02,2.43,0.35,2.34,0.59,0.64,0.44,0.62,0.8
Renan Barao,Andre Ewell,0,1,0.43,0.43,0.6,1.0,2,0,0,0,294,28,0,1,0.67,0.44,0.5,1.0,2,0,0,0,229,28,0.43,0.43,0.67,0.44,Decision - Split,Fernando Portella,0,2018-09-22,44,101,53,123,67,124,57,128,3,5,1,1,19,28,4,9,25,34,7,13,2,4,1,1,23,61,41,104,12,25,11,16,9,15,1,3,26,82,52,120,2,2,0,1,16,17,1,2,13,19,4,8,5,8,0,1,1,1,0,0,2,10,3,7,2,2,0,0,15,16,1,2,66.0,145.0,70.0,Orthodox,1987-01-31,3.78,0.36,3.90,0.57,1.49,0.41,0.91,0.5,68.0,145.0,75.0,Southpaw,1988-01-21,4.28,0.4,4.87,0.51,0.36,0.75,0.72,0.1
Randa Markos,Marina Rodriguez,0,0,0.41,0.42,0.4,,0,0,0,1,343,58,0,0,0.6,0.33,1.0,,0,0,0,0,219,34,0.41,0.42,0.6,0.33,Decision - Majority,Camila Albuquerque,0,2018-09-22,48,116,60,142,66,139,71,153,2,5,0,0,14,23,2,6,29,42,5,9,1,1,0,0,44,111,26,99,3,4,13,18,1,1,21,25,26,86,45,122,11,18,15,20,11,12,0,0,12,20,2,5,2,3,0,0,0,0,0,1,4,12,2,6,0,0,0,0,10,11,0,0,64.0,115.0,63.0,Orthodox,1985-08-10,2.97,0.43,3.10,0.58,1.12,0.28,0.52,0.2,66.0,115.0,65.0,Orthodox,1987-04-29,4.51,0.46,3.01,0.55,0.27,0.5,0.61,0.3
Charles Oliveira,Christos Giagos,0,0,0.46,0.22,0.5,,1,0,0,0,81,7,0,0,0.41,0.25,0.33,,0,0,0,0,41,7,0.46,0.22,0.41,0.25,Submission,Jerin Valel,1,2018-09-22,28,60,18,80,28,60,20,82,2,4,0,0,12,29,12,47,12,29,13,48,1,3,0,0,13,35,13,65,7,14,3,12,8,11,2,3,25,55,16,76,1,3,1,3,2,2,1,1,6,17,7,39,2,5,3,5,4,7,2,3,11,27,10,44,1,2,1,2,0,0,1,1,70.0,155.0,74.0,Orthodox,1989-10-17,3.40,0.55,3.21,0.49,2.25,0.4,0.56,2.7,70.0,155.0,71.0,Orthodox,1990-01-23,3.03,0.41,3.21,0.5,2.84,0.36,0.52,0.4
Francisco Trinaldo,Evan Dunham,1,0,0.4,0.29,0.0,0.5,0,0,1,0,58,32,0,0,0.5,0.34,0.0,0.5,0,0,1,0,16,28,0.4,0.29,0.5,0.34,KO/TKO,Marc Goddard,1,2018-09-22,28,69,25,85,28,69,28,88,0,1,1,2,15,30,14,41,15,30,14,41,0,1,1,2,20,57,21,77,7,11,3,7,1,1,1,1,22,60,18,75,4,7,6,8,2,2,1,2,11,25,12,38,3,4,1,2,1,1,1,1,10,25,8,33,3,3,5,6,2,2,1,2,69.0,170.0,70.0,Southpaw,1978-08-24,3.13,0.45,2.67,0.6,0.98,0.42,0.6,0.5,70.0,155.0,70.0,Southpaw,1981-12-18,5.33,0.39,3.54,0.61,1.82,0.33,0.79,1.0
Luis Henrique,Ryan Spann,0,0,0.5,0.47,0.36,,1,1,0,1,303,308,0,0,0.44,0.32,0.33,,0,0,0,0,57,21,0.5,0.47,0.44,0.32,Decision - Unanimous,Fernando Portella,0,2018-09-22,30,59,46,97,48,78,50,101,4,11,0,0,12,27,16,50,12,27,16,50,2,6,0,0,22,51,38,88,6,6,8,8,2,2,0,1,14,35,23,68,2,3,5,6,14,21,18,23,8,23,15,48,2,2,1,1,2,2,0,1,9,24,15,48,1,1,1,1,2,2,0,1,74.0,243.0,74.0,Orthodox,1993-08-21,1.81,0.43,2.22,0.47,3.09,0.36,0.5,1.0,77.0,205.0,79.0,Orthodox,1991-08-24,3.20,0.39,4.21,0.43,1.17,0.31,0.52,1.5
Augusto Sakai,Chase Sherman,0,0,0.5,0.44,1.0,,0,0,0,0,69,72,0,0,0.38,0.42,,,0,0,0,0,0,1,0.5,0.44,0.38,0.42,KO/TKO,Marc Goddard,1,2018-09-22,111,218,79,178,125,233,84,183,1,1,0,0,23,60,32,76,23,60,33,77,0,0,0,0,81,169,37,120,21,35,24,36,9,14,18,22,69,167,73,165,30,38,6,13,12,13,0,0,14,46,15,53,4,6,6,10,5,8,11,13,23,60,32,76,0,0,0,0,0,0,0,0,75.0,265.0,77.0,Orthodox,1991-05-09,4.60,0.49,3.83,0.48,0.23,0.4,0.56,0.0,76.0,250.0,78.0,Orthodox,1989-11-16,6.04,0.45,6.65,0.52,0.09,0.5,0.74,0.0
Sergio Moraes,Ben Saunders,0,0,0.66,0.5,1.0,,2,0,0,0,485,0,0,0,0.5,0.0,1.0,,1,0,0,0,239,0,0.66,0.5,0.5,0.0,Submission,Jerin Valel,1,2018-09-22,2,3,1,2,17,20,55,56,2,2,0,0,1,2,0,1,3,5,42,43,1,1,0,0,2,3,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,2,2,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,72.0,170.0,72.0,Orthodox,1982-07-23,2.42,0.42,3.73,0.59,1.20,0.38,0.75,0.4,74.0,170.0,77.0,Orthodox,1983-04-13,3.23,0.5,3.58,0.51,0.20,0.4,0.66,1.3
Mayra Bueno Silva,Gillian Robertson,0,0,0.34,0.61,,0.33,1,0,0,0,14,162,0,0,0.34,0.61,,0.33,1,0,0,0,14,162,0.34,0.61,0.34,0.61,Submission,Camila Albuquerque,1,2018-09-22,11,32,11,18,12,33,17,27,0,0,1,3,11,32,11,18,12,33,17,27,0,0,1,3,9,30,10,17,2,2,1,1,0,0,0,0,5,22,2,8,0,1,1,1,6,9,8,9,9,30,10,17,2,2,1,1,0,0,0,0,5,22,2,8,0,1,1,1,6,9,8,9,66.0,125.0,66.0,Orthodox,1991-08-22,3.83,0.58,4.85,0.51,0.57,0.29,0.63,1.5,65.0,115.0,63.0,Orthodox,1995-05-17,2.86,0.48,2.86,0.56,2.74,0.4,0.41,0.9
Thales Leites,Hector Lombard,0,0,0.46,0.57,0.66,,0,0,0,0,20,93,0,0,0.25,0.62,,,0,0,0,0,0,0,0.46,0.57,0.25,0.62,Decision - Unanimous,Jerin Valel,1,2018-09-22,54,117,46,80,60,123,62,98,2,3,0,0,5,20,15,24,5,20,15,24,0,0,0,0,26,85,16,40,18,22,3,4,10,10,27,36,45,106,42,74,9,11,4,6,0,0,0,0,2,14,1,6,3,6,0,0,0,0,14,18,5,20,15,24,0,0,0,0,0,0,0,0,73.0,185.0,78.0,Orthodox,1981-09-06,2.13,0.4,2.99,0.52,2.10,0.27,0.3,1.1,69.0,185.0,71.0,Southpaw,1978-02-02,3.02,0.46,3.35,0.53,1.69,0.48,0.77,0.5
Elizeu Zaleski dos Santos,Luigi Vendramini,1,0,0.46,0.23,,0.0,0,1,0,0,8,161,0,0,0.47,0.12,,0.0,0,1,0,0,6,161,0.46,0.23,0.47,0.12,KO/TKO,Fernando Portella,1,2018-09-22,15,32,4,17,15,32,7,21,0,0,0,5,8,17,1,8,8,17,4,12,0,0,0,4,8,24,1,11,2,3,2,3,5,5,1,3,9,24,4,17,3,4,0,0,3,4,0,0,3,11,0,5,2,3,1,2,3,3,0,1,3,11,1,8,3,4,0,0,2,2,0,0,71.0,170.0,73.0,Orthodox,1986-12-11,4.26,0.41,3.52,0.56,0.75,0.2,0.68,0.5,68.0,155.0,73.0,Orthodox,1996-01-16,2.82,0.4,3.82,0.57,1.11,0.15,1.0,0.6
Livinha Souza,Alex Chambers,0,0,0.55,0.44,1.0,,1,0,0,0,39,0,0,0,0.55,0.44,1.0,,1,0,0,0,39,0,0.55,0.44,0.55,0.44,Submission,Camila Albuquerque,1,2018-09-22,10,18,4,9,10,18,4,9,1,1,0,0,10,18,4,9,10,18,4,9,1,1,0,0,7,14,4,9,1,1,0,0,2,3,0,0,6,9,3,7,2,5,1,2,2,4,0,0,7,14,4,9,1,1,0,0,2,3,0,0,6,9,3,7,2,5,1,2,2,4,0,0,63.0,115.0,63.0,Orthodox,1991-03-11,1.75,0.45,3.60,0.56,2.54,0.45,0.4,1.4,63.0,115.0,63.0,Southpaw,1978-10-25,2.97,0.54,5.10,0.5,2.31,0.41,0.53,1.0
Mark Hunt,Aleksei Oleinik,0,0,0.22,0.11,,0.2,0,1,0,0,0,42,0,0,0.22,0.11,,0.2,0,1,0,0,0,42,0.22,0.11,0.22,0.11,Submission,Herb Dean,0,2018-09-15,6,27,3,26,6,27,3,26,0,0,1,5,6,27,3,26,6,27,3,26,0,0,1,5,2,20,2,22,0,2,0,0,4,5,1,4,6,27,3,26,0,0,0,0,0,0,0,0,2,20,2,22,0,2,0,0,4,5,1,4,6,27,3,26,0,0,0,0,0,0,0,0,70.0,265.0,72.0,Orthodox,1974-03-23,2.81,0.43,2.90,0.51,0.51,0.55,0.64,0.2,74.0,240.0,80.0,Orthodox,1977-06-20,3.29,0.48,3.80,0.44,1.82,0.46,0.37,1.9
Jan Blachowicz,Nikita Krylov,0,0,0.55,0.18,1.0,1.0,1,1,0,0,293,100,0,0,0.5,0.23,,1.0,0,1,0,0,161,100,0.55,0.18,0.5,0.23,Submission,Marc Goddard,1,2018-09-15,10,18,4,22,24,33,21,40,1,1,1,1,7,14,4,17,15,23,21,35,0,0,1,1,10,17,3,14,0,1,0,5,0,0,1,3,1,5,2,16,0,0,0,0,9,13,2,6,7,14,3,13,0,0,0,2,0,0,1,2,1,4,2,11,0,0,0,0,6,10,2,6,74.0,205.0,78.0,Orthodox,1983-02-24,3.44,0.49,3.03,0.52,1.03,0.48,0.69,0.3,75.0,205.0,77.0,Orthodox,1992-03-07,4.33,0.54,2.49,0.44,2.24,0.38,0.53,1.4
Andrei Arlovski,Shamil Abdurakhimov,0,0,0.31,0.45,0.66,0.5,0,0,0,0,18,206,0,0,0.4,0.31,,0.5,0,0,0,0,0,119,0.31,0.45,0.4,0.31,Decision - Unanimous,Leon Roberts,0,2018-09-15,18,58,32,70,27,71,67,108,2,3,2,4,9,22,5,16,11,27,25,38,0,0,1,2,8,45,19,50,6,9,9,16,4,4,4,4,9,39,12,41,6,13,6,11,3,6,14,18,3,16,3,13,3,3,2,3,3,3,0,0,4,11,1,6,3,7,2,4,2,4,2,6,75.0,240.0,77.0,Orthodox,1979-02-04,3.82,0.45,3.22,0.57,0.37,0.35,0.76,0.2,75.0,235.0,76.0,Orthodox,1981-09-02,2.41,0.44,3.02,0.55,1.01,0.23,0.45,0.1
Aleksei Kunchenko,Thiago Alves,0,0,0.28,0.32,0.5,,0,0,0,0,0,48,0,0,0.18,0.22,,,0,0,0,0,0,0,0.28,0.32,0.18,0.22,Decision - Unanimous,Marc Goddard,1,2018-09-15,44,153,56,175,56,166,56,175,1,2,0,0,5,27,9,40,5,27,9,40,0,0,0,0,32,133,19,116,5,8,11,22,7,12,26,37,40,141,56,173,4,12,0,2,0,0,0,0,3,20,1,26,1,3,2,5,1,4,6,9,5,27,9,40,0,0,0,0,0,0,0,0,68.0,170.0,70.0,Orthodox,1984-05-02,3.67,0.44,2.83,0.63,0.25,0.33,0.8,0.0,69.0,170.0,70.0,Orthodox,1983-10-03,3.73,0.41,3.42,0.62,0.71,0.6,0.63,0.3
Khalid Murtazaliev,CB Dollaway,0,0,0.69,0.21,1.0,0.66,0,3,1,0,359,98,0,0,0.68,0.21,1.0,0.5,0,2,0,0,177,25,0.69,0.21,0.68,0.21,KO/TKO,Herb Dean,1,2018-09-15,48,69,4,19,53,74,23,38,5,5,2,3,13,19,3,14,16,22,11,22,4,4,1,2,33,53,1,12,11,12,2,6,4,4,1,1,8,12,4,18,3,3,0,1,37,54,0,0,4,9,1,9,6,7,1,4,3,3,1,1,5,8,3,13,2,2,0,1,6,9,0,0,72.0,185.0,76.0,Orthodox,1993-07-15,4.80,0.69,0.40,0.78,7.50,1.0,0.33,0.0,74.0,185.0,76.0,Orthodox,1983-08-10,2.65,0.47,2.58,0.54,3.55,0.54,0.62,1.2
Petr Yan,Jin Soo Son,0,0,0.43,0.26,0.0,0.14,0,0,1,0,13,155,0,0,0.39,0.27,,0.0,0,0,0,0,0,43,0.43,0.26,0.39,0.27,Decision - Unanimous,Marc Goddard,1,2018-09-15,100,232,58,220,115,249,63,226,0,1,1,7,21,53,18,66,27,61,22,70,0,0,0,3,87,216,51,203,10,13,4,13,3,3,3,4,73,195,47,201,20,29,7,13,7,8,4,6,15,45,13,58,4,6,3,5,2,2,2,3,12,43,14,59,9,10,4,7,0,0,0,0,67.0,135.0,67.0,Switch,1993-02-11,5.11,0.54,4.13,0.58,1.61,0.49,0.84,0.1,66.0,135.0,69.0,Orthodox,1993-04-01,5.10,0.36,7.63,0.52,1.50,0.25,1.0,0.0
Rustam Khabilov,Kajan Johnson,0,0,0.24,0.35,0.37,,0,0,0,0,250,0,0,0,0.15,0.34,0.0,,0,0,0,0,0,0,0.24,0.35,0.15,0.34,Decision - Split,Leon Roberts,1,2018-09-15,17,70,44,123,34,88,57,137,3,8,0,0,5,32,20,58,5,32,20,58,0,1,0,0,16,64,15,85,1,6,6,10,0,0,23,28,11,59,42,118,2,5,2,5,4,6,0,0,4,27,6,39,1,5,2,4,0,0,12,15,5,32,20,58,0,0,0,0,0,0,0,0,68.0,155.0,73.0,Orthodox,1986-11-04,1.98,0.34,2.16,0.65,3.95,0.41,0.61,0.1,71.0,155.0,75.0,Orthodox,1984-04-21,2.47,0.42,1.59,0.64,1.54,0.37,0.62,0.2
Mairbek Taisumov,Desmond Green,0,0,0.32,0.32,,0.0,0,0,0,0,4,0,0,0,0.38,0.3,,0.0,0,0,0,0,0,0,0.32,0.32,0.38,0.3,Decision - Unanimous,Kiselev Viacheslav,1,2018-09-15,27,82,27,83,28,83,27,83,0,0,0,4,10,26,9,30,10,26,9,30,0,0,0,1,11,52,16,59,5,16,4,12,11,14,7,12,26,80,27,81,1,2,0,2,0,0,0,0,2,13,3,17,3,6,1,5,5,7,5,8,10,26,9,30,0,0,0,0,0,0,0,0,69.0,155.0,73.0,Orthodox,1988-08-08,2.98,0.39,3.03,0.64,1.34,0.63,0.88,0.0,70.0,155.0,73.0,Southpaw,1989-10-11,3.70,0.46,2.51,0.69,1.62,0.5,0.75,0.0
Magomed Ankalaev,Marcin Prachnio,1,0,0.44,0.13,,,0,0,0,0,2,0,1,0,0.44,0.13,,,0,0,0,0,2,0,0.44,0.13,0.44,0.13,KO/TKO,Herb Dean,1,2018-09-15,12,27,3,22,12,27,3,22,0,0,0,0,12,27,3,22,12,27,3,22,0,0,0,0,10,25,1,15,1,1,0,3,1,1,2,4,8,21,3,22,2,4,0,0,2,2,0,0,10,25,1,15,1,1,0,3,1,1,2,4,8,21,3,22,2,4,0,0,2,2,0,0,75.0,205.0,75.0,Orthodox,1992-06-02,3.66,0.52,2.46,0.57,0.80,0.22,0.87,0.0,75.0,205.0,74.0,Orthodox,1988-07-14,5.57,0.54,3.24,0.54,0.15,0.2,0.53,0.0
Adam Yandiev,Jordan Johnson,0,0,0.08,0.63,,0.75,0,2,0,0,0,215,0,0,0.09,0.65,,0.66,0,1,0,0,0,201,0.08,0.63,0.09,0.65,Submission,Marc Goddard,0,2018-09-15,1,12,35,55,1,12,55,82,0,0,3,4,1,11,32,49,1,11,52,76,0,0,2,3,0,9,33,52,0,2,1,2,1,1,1,1,1,10,3,15,0,2,2,2,0,0,30,38,0,8,31,47,0,2,1,2,1,1,0,0,1,9,1,11,0,2,2,2,0,0,29,36,69.0,185.0,74.0,Orthodox,1988-08-07,0.18,0.08,6.14,0.36,0.00,0.0,0.25,0.0,74.0,205.0,79.0,Orthodox,1988-11-18,3.45,0.47,2.64,0.53,3.25,0.42,1.0,1.2
Ramazan Emeev,Stefan Sekulic,1,0,0.42,0.37,0.66,0.2,1,0,0,0,144,136,1,0,0.44,0.47,1.0,0.0,1,0,0,0,77,43,0.42,0.37,0.44,0.47,Decision - Unanimous,Leon Roberts,1,2018-09-15,36,84,22,58,47,96,31,68,2,3,1,5,15,34,9,19,21,41,11,21,1,1,0,1,22,64,6,34,12,17,3,9,2,3,13,15,17,58,19,52,12,17,3,6,7,9,0,0,13,28,3,12,1,5,1,1,1,1,5,6,6,21,8,18,3,6,1,1,6,7,0,0,70.0,170.0,76.0,Southpaw,1987-05-23,2.53,0.45,2.14,0.65,2.37,0.29,0.66,0.7,72.0,170.0,75.0,Southpaw,1992-02-12,1.83,0.5,2.83,0.64,2.00,0.33,0.25,0.5
Merab Dvalishvili,Terrion Ware,0,0,0.37,0.23,0.62,,0,0,0,0,693,0,0,0,0.44,0.28,0.5,,0,0,0,0,242,0,0.37,0.23,0.44,0.28,Decision - Unanimous,Kiselev Viacheslav,1,2018-09-15,62,165,8,34,205,330,22,51,5,8,0,0,22,49,2,7,67,103,5,10,2,4,0,0,51,149,5,28,5,8,3,5,6,8,0,1,6,43,3,27,5,10,0,0,51,112,5,7,22,49,1,5,0,0,1,2,0,0,0,0,1,14,1,4,2,6,0,0,19,29,1,3,66.0,135.0,68.0,Orthodox,1991-01-10,4.36,0.42,2.51,0.56,5.89,0.35,0.82,0.3,68.0,135.0,71.0,Orthodox,1986-03-31,4.02,0.32,6.07,0.5,0.50,0.22,0.44,0.0
